Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Date,Time,is_holiday,Minute_Return,Log_Return,SMA_50,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,OBV
2024-10-21 09:15:00+05:30,157.47999572753906,157.8699951171875,157.1699981689453,157.5500030517578,0,0.0,0.0,2024-10-21,09:15:00,False,,,,,,,,,,,0.0
2024-10-21 09:16:00+05:30,157.74000549316406,157.89999389648438,156.77000427246094,156.7899932861328,349913,0.0,0.0,2024-10-21,09:16:00,False,-0.004823927330393829,-0.004835600021777076,,,,,,,,,-349913.0
2024-10-21 09:17:00+05:30,156.86000061035156,156.86000061035156,156.39999389648438,156.6300048828125,225925,0.0,0.0,2024-10-21,09:17:00,False,-0.0010203993250279542,-0.0010209202868418643,,,,,,,,,-575838.0
2024-10-21 09:18:00+05:30,156.63999938964844,156.67999267578125,156.41000366210938,156.5,162606,0.0,0.0,2024-10-21,09:18:00,False,-0.0008300126333378177,-0.0008303572845473894,,,,,,,,,-738444.0
2024-10-21 09:19:00+05:30,156.47999572753906,156.5399932861328,156.14999389648438,156.30999755859375,209579,0.0,0.0,2024-10-21,09:19:00,False,-0.001214073108027125,-0.0012148106918301593,,,,,,,,,-948023.0
2024-10-21 09:20:00+05:30,156.27000427246094,156.39999389648438,156.1199951171875,156.27000427246094,158344,0.0,0.0,2024-10-21,09:20:00,False,-0.0002558587854741834,-0.00025589152291782824,,,,,,,,,-1106367.0
2024-10-21 09:21:00+05:30,156.25999450683594,156.33999633789062,156.1199951171875,156.22999572753906,134034,0.0,0.0,2024-10-21,09:21:00,False,-0.0002560219096949812,-0.00025605468889899896,,,,,,,,,-1240401.0
2024-10-21 09:22:00+05:30,156.22999572753906,156.38999938964844,156.17999267578125,156.3699951171875,109291,0.0,0.0,2024-10-21,09:22:00,False,0.0008961108204379453,0.0008957095528394632,,,,,,,,,-1131110.0
2024-10-21 09:23:00+05:30,156.3699951171875,156.38999938964844,156.32000732421875,156.3699951171875,23429,0.0,0.0,2024-10-21,09:23:00,False,0.0,0.0,,,,,,,,,-1131110.0
2024-10-21 09:24:00+05:30,156.05999755859375,156.19000244140625,156.0,156.00999450683594,335104,0.0,0.0,2024-10-21,09:24:00,False,-0.002302235861053603,-0.002304890080575994,,,,,,,,,-1466214.0
2024-10-21 09:25:00+05:30,156.07000732421875,156.07000732421875,155.9199981689453,156.0500030517578,103522,0.0,0.0,2024-10-21,09:25:00,False,0.00025644860156770477,0.0002564157242463949,,,,,,,,,-1362692.0
2024-10-21 09:27:00+05:30,156.33999633789062,156.4600067138672,156.3000030517578,156.3800048828125,325526,0.0,0.0,2024-10-21,09:27:00,False,0.002114718517148839,0.002112485647318252,,,,,,,,,-1037166.0
2024-10-21 09:28:00+05:30,156.4199981689453,156.5,156.24000549316406,156.24000549316406,106754,0.0,0.0,2024-10-21,09:28:00,False,-0.0008952512167610394,-0.0008956521934653239,,,,,,,,,-1143920.0
2024-10-21 09:29:00+05:30,156.2899932861328,156.5,156.10000610351562,156.49000549316406,148482,0.0,0.0,2024-10-21,09:29:00,False,0.0016001023502967282,0.0015988235504895698,,,,,,,,,-995438.0
2024-10-21 09:30:00+05:30,156.49000549316406,156.67999267578125,156.3300018310547,156.47999572753906,178707,0.0,0.0,2024-10-21,09:30:00,False,-6.39642486652825e-05,-6.396629446481228e-05,,29.3437021326735,,,,,,,-1174145.0
2024-10-21 09:31:00+05:30,156.47000122070312,156.47000122070312,156.0500030517578,156.1300048828125,113126,0.0,0.0,2024-10-21,09:31:00,False,-0.002236649119903844,-0.002239154155501133,,25.61594595642428,,,,,,,-1287271.0
2024-10-21 09:32:00+05:30,156.16000366210938,156.25999450683594,155.77000427246094,155.83999633789062,234318,0.0,0.0,2024-10-21,09:32:00,False,-0.0018574811749960674,-0.001859208432383852,,23.00772130803862,,,,,,,-1521589.0
2024-10-21 09:33:00+05:30,155.85000610351562,155.92999267578125,155.5,155.64999389648438,196106,0.0,0.0,2024-10-21,09:33:00,False,-0.0012192148734031516,-0.0012199587205250495,,21.465625968781744,,,,,,,-1717695.0
2024-10-21 09:34:00+05:30,155.63999938964844,155.69000244140625,155.41000366210938,155.49000549316406,143966,0.0,0.0,2024-10-21,09:34:00,False,-0.0010278728531574188,-0.0010284014767281136,,20.23572433846139,,,,,,,-1861661.0
2024-10-21 09:35:00+05:30,155.49000549316406,155.6300048828125,155.41000366210938,155.5,162591,0.0,0.0,2024-10-21,09:35:00,False,6.427748718795812e-05,6.427542147857679e-05,,20.542006681683027,,,,157.17234857104037,156.26399993896484,155.3556513068893,-1699070.0
2024-10-21 09:36:00+05:30,155.5,155.9600067138672,155.38999938964844,155.8000030517578,127996,0.0,0.0,2024-10-21,09:36:00,False,0.0019292800756129935,0.0019274214050213345,,29.315754518594854,,,,156.88837777850839,156.17649993896484,155.4646220994213,-1571074.0
2024-10-21 09:37:00+05:30,155.8000030517578,155.9600067138672,155.77000427246094,155.8800048828125,145219,0.0,0.0,2024-10-21,09:37:00,False,0.0005134905615380436,0.0005133587703740616,,31.48831144419268,,,,156.79492545111975,156.13100051879883,155.4670755864779,-1425855.0
2024-10-21 09:38:00+05:30,155.80999755859375,155.89999389648438,155.6999969482422,155.77000427246094,82409,0.0,0.0,2024-10-21,09:38:00,False,-0.0007056749224139125,-0.0007059240281606094,,30.11759181404831,,,,156.72804962091357,156.08800048828124,155.4479513556489,-1508264.0
2024-10-21 09:39:00+05:30,155.6999969482422,155.8800048828125,155.6999969482422,155.72999572753906,54830,0.0,0.0,2024-10-21,09:39:00,False,-0.00025684370433665116,-0.00025687669432983284,,29.61267567177821,,,,156.6783234521627,156.04950027465821,155.42067709715374,-1563094.0
2024-10-21 09:40:00+05:30,155.6699981689453,155.75,155.60000610351562,155.7100067138672,45881,0.0,0.0,2024-10-21,09:40:00,False,-0.00012835686264867086,-0.00012836510109615062,,29.347947574185856,,,,156.65298167690747,156.01950073242188,155.38601978793628,-1608975.0
2024-10-21 09:41:00+05:30,155.7100067138672,155.75,155.41000366210938,155.50999450683594,103421,0.0,0.0,2024-10-21,09:41:00,False,-0.001284517361808346,-0.0012853430613937178,,26.769206667014522,,,,156.6409628076371,155.98150024414062,155.32203768064414,-1712396.0
2024-10-21 09:42:00+05:30,155.5,155.5500030517578,155.27999877929688,155.44000244140625,144558,0.0,0.0,2024-10-21,09:42:00,False,-0.0004500808173240056,-0.00045018213409697694,,25.91119267611569,,,,156.63116235457326,155.94200057983397,155.25283880509468,-1856954.0
2024-10-21 09:43:00+05:30,155.3300018310547,155.38999938964844,155.22000122070312,155.38999938964844,106423,0.0,0.0,2024-10-21,09:43:00,False,-0.00032168715242175683,-0.00032173890483289114,,25.287602997581903,,,,156.59274734292634,155.89300079345702,155.1932542439877,-1963377.0
2024-10-21 09:44:00+05:30,155.3300018310547,155.5500030517578,155.3300018310547,155.41000366210938,93936,0.0,0.0,2024-10-21,09:44:00,False,0.00012873590668327495,0.0001287276209271937,,26.054320281540594,,,,156.5389622616455,155.84500122070312,155.15104017976074,-1869441.0
2024-10-21 09:45:00+05:30,155.41000366210938,155.41000366210938,155.00999450683594,155.07000732421875,233332,0.0,0.0,2024-10-21,09:45:00,False,-0.0021877377895817007,-0.0021901343839507703,,21.9342746809161,,,,156.56443823750496,155.79800186157226,155.03156548563956,-2102773.0
2024-10-21 09:46:00+05:30,155.02000427246094,155.4199981689453,154.9199981689453,155.38999938964844,302059,0.0,0.0,2024-10-21,09:46:00,False,0.0020635329226537102,0.0020614067630235766,,32.71804289918111,,,,156.54195788922445,155.7650016784668,154.98804546770916,-1800714.0
2024-10-21 09:47:00+05:30,155.41000366210938,155.41000366210938,155.07000732421875,155.11000061035156,44328,0.0,0.0,2024-10-21,09:47:00,False,-0.0018019099066649558,-0.0018035352991550013,,28.949658460550808,,,,156.47460646191797,155.70150146484374,154.92839646776952,-1845042.0
2024-10-21 09:48:00+05:30,155.1199951171875,155.27999877929688,155.0500030517578,155.0500030517578,52189,0.0,0.0,2024-10-21,09:48:00,False,-0.0003868065138138421,-0.00038688134274966757,,28.20014178435085,,,,156.42329705961396,155.64200134277343,154.8607056259329,-1897231.0
2024-10-21 09:49:00+05:30,155.10000610351562,155.10000610351562,154.77999877929688,154.8000030517578,109134,0.0,0.0,2024-10-21,09:49:00,False,-0.0016123830704894981,-0.0016136843590448535,,25.264883823090734,-0.3890267734522297,-0.3613198776446704,-0.027706895807559306,156.31896818073238,155.55750122070313,154.79603426067388,-2006365.0
2024-10-21 09:50:00+05:30,154.75,154.99000549316406,154.75,154.9499969482422,233915,0.0,0.0,2024-10-21,09:50:00,False,0.0009689528005643044,0.0009684836688190757,,29.97433690605154,-0.38876452247129123,-0.36680880660999454,-0.021955715861296687,156.1592608439635,155.4810012817383,154.80274171951308,-1772450.0
2024-10-21 09:51:00+05:30,154.9600067138672,154.9600067138672,154.6999969482422,154.6999969482422,70146,0.0,0.0,2024-10-21,09:51:00,False,-0.0016134237168362597,-0.0016147266865642607,,26.928484982872945,-0.40407171019310795,-0.37426138732661723,-0.029810322866490713,156.10039829111506,155.40950088500978,154.7186034789045,-1842596.0
2024-10-21 09:52:00+05:30,154.72000122070312,154.85000610351562,154.61000061035156,154.7899932861328,125729,0.0,0.0,2024-10-21,09:52:00,False,0.0005817475091529634,0.0005815783596689883,,29.697955026694256,-0.4042805202266777,-0.3802652139066293,-0.02401530632004839,156.0683423013565,155.35700073242188,154.64565916348727,-1716867.0
